"AnimalType,Name,SpecificBreed,PrimaryBreed,PrimaryColour,De-sexed,Gender,Age,Locality"
"D         ,Jack,ALSATIAN  ,ALSATI,BlackBrown,Y,M,17,MONS"
"D         ,Anya,COLLBORDR ,COLLBO,BlackWhite,Y,F,17,ROSEMOUNT"
"D         ,Gizmo,SHIHTZU   ,SHIHTZ,Apricot   ,Y,F,20,BUDERIM"
"D         ,Shani,COLLBORDRX,COLLBO,Brindle   ,Y,F,17,BUDERIM"
"D         ,Tigga,JACKRUSSLX,JACKRU,TanWhite  ,Y,M,17,YANDINA"
"D         ,Phoenix,LABRADOR  ,LABRAD,Gold      ,Y,M,17,BLI BLI"
"D         ,Chardy,JACKRUSSL ,JACKRU,WhiteTan  ,Y,F,17,BUDERIM"
"D         ,J - Lo,COLLBORDRX,COLLBO,BlackTan  ,Y,F,17,MAROOCHYDORE"
"D         ,Oscar,JACKRUSSL ,JACKRU,TanWhite  ,Y,M,16,PALMWOODS"
"D         ,Tyke,POODLESTDX,POODLE,SilverTan ,Y,M,17,BURNSIDE"
"D         ,Billy,SHIHTZU   ,SHIHTZ,TriColour ,Y,M,17,NAMBOUR"
"D         ,Polly,MALTESEX  ,MALTES,White     ,Y,F,17,BRIDGES"
"D         ,Bess,POODLEMIN ,POODLE,Black     ,Y,F,16,MOUNT COOLUM"
"D         ,Delilah,BICHONFRS ,BICHON,White     ,Y,F,18,SIPPY DOWNS"
"D         ,Billie,STAFFRDBTX,STAFFR,Brindle   ,Y,F,16,MAROOCHYDORE"
"D         ,Bronson,CATTLEDOGX,CATTLE,BlackBlue ,Y,M,17,SIPPY DOWNS"
"D         ,Pippi,MALTESEX  ,MALTES,White     ,Y,M,18,BUDERIM"
"D         ,Max,JACKRUSSL ,JACKRU,TanWhite  ,Y,M,17,NORTH ARM"
"D         ,Dixie,TERRIERTN ,TERRIE,WhiteTan  ,Y,F,16,MARCOOLA"
"D         ,Rocky,JACKRUSSL ,JACKRU,BrownWhite,Y,M,17,MOUNTAIN CREEK"
"D         ,Max,COLLBORDR ,COLLBO,BlackWhite,Y,M,16,BUDERIM"
"D         ,Peibo,FOXTERRMNX,FOXTER,TriColour ,Y,F,16,NAMBOUR"
"D         ,Bambi,JACKRUSSLX,JACKRU,TriColour ,Y,F,18,LITTLE MOUNTAIN"
"D         ,Mimmi,SHIHTZUX  ,SHIHTZ,BeigeWhite,Y,F,16,MOOLOOLABA"
"D         ,Misty,COLLBORDRX,COLLBO,BlueMerle ,Y,F,16,EUMUNDI"
"D         ,Rex,TERRIER   ,TERRIE,Tan       ,Y,M,18,VALDORA"
"D         ,Max,JACKRUSSL ,JACKRU,TriColour ,Y,M,16,KULUIN"
"D         ,Russell,JACKRUSSL ,JACKRU,Multicol  ,Y,M,16,MAROOCHYDORE"
"D         ,Indy,FOXTERRMN ,FOXTER,TriColour ,Y,F,16,MUDJIMBA"
"D         ,Emily,POODLEMINX,POODLE,BlackTan  ,Y,F,16,MAROOCHYDORE"
"D         ,Guiness,POODLETOY ,POODLE,Black     ,Y,M,16,GOLDEN BEACH"
"D         ,Oscar,MALTESEX  ,MALTES,TanWhite  ,Y,M,16,KULUIN"
"D         ,Fred,RIDGEBACK ,RIDGEB,Red       ,Y,M,16,NAMBOUR"
"D         ,Patch,MALTESEX  ,MALTES,BlackWhite,Y,F,16,BLI BLI"
"D         ,Millie,JACKRUSSL ,JACKRU,TanWhite  ,Y,F,16,PEREGIAN BEACH"
"D         ,Tiffany,MAREMMSHP ,MAREMM,WhiteTan  ,Y,F,16,MAPLETON"
"D         ,Lucky,TERRIERTN ,TERRIE,WhiteTan  ,Y,M,16,BLI BLI"
"D         ,Aussie,CATTLEDOG ,CATTLE,BlackGrey ,Y,M,16,TANAWHA"
"D         ,Leroy,STAFFRDBTX,STAFFR,Black     ,Y,M,16,BLI BLI"
"D         ,Matilda,MALTESEX  ,MALTES,BlackTan  ,Y,F,16,WOOMBYE"
"D         ,Jack,KELPIEAUSX,KELPIE,Black     ,Y,M,16,MARCOOLA"
"D         ,Floppy,COLLBORDRX,COLLBO,WhiteTan  ,Y,F,16,ILKLEY"
"D         ,Napoleon,BICHONFRS ,BICHON,White     ,Y,M,16,PALMWOODS"
"D         ,Ricky,FOXTERRIEX,FOXTER,WhiteTan  ,Y,M,17,MAPLETON"
"D         ,Vinnie,JACKRUSSLX,JACKRU,TanWhite  ,Y,M,16,MARCOOLA"
"D         ,Murphy,LABRADOR  ,LABRAD,Black     ,Y,M,17,EUMUNDI"
"D         ,Chakra,CHIHUAHUAX,CHIHUA,Cream     ,Y,M,16,NAMBOUR"
"D         ,Isabella,BEAGLE    ,BEAGLE,WhiteBlakT,Y,F,16,BLI BLI"
"D         ,Jessie,DOBERMANX ,DOBERM,BlackBroWh,Y,F,16,IMAGE FLAT"
"D         ,Lucy,JACKRUSSLX,JACKRU,BrownWhite,Y,F,16,BLI BLI"
"D         ,Toto,POODLEMIN ,POODLE,Apricot   ,Y,M,15,BUDERIM"
"D         ,Molly,MALTESE   ,MALTES,White     ,Y,F,16,COOLUM BEACH"
"D         ,Ryan,SPANIELKCX,SPANIE,Blenheim  ,Y,M,16,PEREGIAN BEACH"
"D         ,Poppy,JACKRUSSL ,JACKRU,TanWhite  ,Y,F,16,BUDERIM"
"D         ,Kombi,RIDGEBACKX,RIDGEB,BlackTan  ,Y,F,15,COOLUM BEACH"
"D         ,Ruby,STAFFRDBTX,STAFFR,BlackWhite,Y,F,15,BUDERIM"
"D         ,Kosmos,SCHNAUZMN ,SCHNAU,BlackWhite,Y,M,15,BUDERIM"
"D         ,Chloe,MALTESE   ,MALTES,White     ,Y,F,15,MOOLOOLABA"
"D         ,Dante,MALTESEX  ,MALTES,White     ,Y,M,16,MAROOCHYDORE"
"D         ,Coco,LHASAAPSO ,LHASAA,White     ,Y,M,17,MOUNTAIN CREEK"
"D         ,Blondie,RETRIEVERX,RETRIE,Gold      ,Y,F,15,BUDERIM"
"D         ,Elmo,MALTESEX  ,MALTES,Fawn      ,Y,M,15,MUDJIMBA"
"D         ,Bella,FOXTERRIEX,FOXTER,WhiteBlack,Y,F,16,COOLUM BEACH"
"D         ,Milly,COLLBORDRX,COLLBO,BlackWhite,Y,F,15,MONTVILLE"
"D         ,Jewels,SPANIELCK ,SPANIE,BlackWhite,Y,F,20,MAPLETON"
"D         ,Beau,SHIHTZU   ,SHIHTZ,Cream     ,Y,M,15,MUDJIMBA"
"D         ,Lily,TERRIERTN ,TERRIE,BlackWhite,Y,F,16,BURNSIDE"
"D         ,Sophie,SHIHTZU   ,SHIHTZ,Sable     ,Y,F,15,KUREELPA"
"D         ,Bailey,LHASAAPSOX,LHASAA,WhiteTan  ,Y,M,16,WURTULLA"
"D         ,Bella,POODLEMINX,POODLE,BlackTan  ,Y,F,15,YANDINA"
"D         ,Holly,TERRIERMNX,TERRIE,TanWhite  ,Y,F,15,NAMBOUR"
"D         ,Shadow,JACKRUSSL ,JACKRU,BlackWhite,Y,F,15,YAROOMBA"
"D         ,Jack,STAFFRDBTX,STAFFR,Brindle   ,Y,M,15,COES CREEK"
"D         ,Chandi,SPANIELTB ,SPANIE,TanBlack  ,Y,F,15,KULUIN"
"D         ,Minila,POMERANIA ,POMERA,Tan       ,Y,F,16,BURNSIDE"
"D         ,Harry,LABRADOR  ,LABRAD,Gold      ,Y,M,15,BUDERIM"
"D         ,Snoutzer,FOXTERRIE ,FOXTER,BlackWhite,Y,F,15,MARCOOLA"
"D         ,Chippy,TERRIERWHX,TERRIE,White     ,Y,F,16,COOLUM BEACH"
"D         ,Barney Rubble,COLLBORDR ,COLLBO,BlackWhite,Y,M,15,PALMWOODS"
"D         ,Lilo,LHASAAPSOX,LHASAA,Tan       ,Y,F,16,MOUNT COOLUM"
"D         ,Kirra,BOXER     ,BOXER ,RedWhite  ,Y,F,17,BUDERIM"
"D         ,Minnie,TERRIERSIX,TERRIE,WhiteGrey ,Y,F,19,MAROOCHYDORE"
"D         ,Shadow,HUSKY     ,HUSKY ,BlackWhite,Y,F,15,BLI BLI"
"D         ,Shiva,CATTLEDOGX,CATTLE,Brown     ,Y,F,15,COOLABINE"
"D         ,Zoe,COLLBORDRX,COLLBO,Red       ,Y,F,16,BELLI PARK"
"D         ,Max,MALTESEX  ,MALTES,Black     ,Y,M,15,MOUNT COOLUM"
"D         ,Mia,KELPIEAUSX,KELPIE,Black     ,Y,F,15,BEERWAH"
"D         ,Razz,JACKRUSSLX,JACKRU,WhiteTan  ,Y,M,15,DIDDILLIBAH"
"D         ,Sam,FOXTERRMN ,FOXTER,BlackWhite,Y,M,15,VERRIERDALE"
"D         ,Betsy,FOXTERRMN ,FOXTER,BlackTan  ,Y,F,15,VERRIERDALE"
"D         ,Bonnie,JACKRUSSL ,JACKRU,CreamTan  ,Y,F,16,ROSEMOUNT"
"D         ,Tara,SPANIELTB ,SPANIE,WhiteTan  ,Y,F,15,MOOLOOLABA"
"D         ,Jedda,JACKRUSSL ,JACKRU,TriColour ,Y,F,17,MAPLETON"
"D         ,Buddy,POODLEMIN ,POODLE,BlackGrey ,Y,M,16,ROSEMOUNT"
"D         ,Oscar,TERRIERSIX,TERRIE,BlackTan  ,Y,M,15,BUDERIM"
"D         ,Maisie,SHIHTZU   ,SHIHTZ,BrownWhite,Y,F,15,BUDERIM"
"D         ,Roxy,STAFFRDBT ,STAFFR,BrownWhite,Y,F,17,MAROOCHYDORE"
"D         ,Gracie,SPANIELCV ,SPANIE,Blenheim  ,Y,F,15,COOLUM BEACH"
"D         ,Diesel,LHASAAPSO ,LHASAA,Silver    ,Y,M,15,BUDERIM"
"D         ,Nikki,FOXTERRMNX,FOXTER,TanWhite  ,Y,F,15,MALENY"
"D         ,Daisy,SCHNAUZER ,SCHNAU,SaltPepper,Y,F,16,COOLUM BEACH"
"D         ,Lola,BULLDOGAUS,BULLDO,FawnWhite ,Y,F,15,WARANA"
"D         ,Lou,TERRIERSIX,TERRIE,Caramel   ,Y,M,15,BUDERIM"
"D         ,Malibu,BICHONFRS ,BICHON,White     ,Y,M,15,COOLUM BEACH"
"D         ,Spot,TERRIERTN ,TERRIE,TriColour ,Y,F,15,MUDJIMBA"
"D         ,Boston,LABRADOODL,LABRAD,Cream     ,Y,M,16,SIPPY DOWNS"
"D         ,Bumba,COLLBORDRX,COLLBO,BlackGrey ,Y,M,15,KULUIN"
"D         ,Ben,SPANIELCV ,SPANIE,BlackWhite,Y,M,15,SIPPY DOWNS"
"D         ,Ally,JACKRUSSLX,JACKRU,WhiteTan  ,Y,F,15,PEREGIAN SPRINGS"
"D         ,Basil,JACKRUSSLX,JACKRU,TanWhite  ,Y,M,15,BURNSIDE"
"D         ,Champagne Charlie,POODLEMIN ,POODLE,Champagne ,Y,M,15,MOOLOOLABA"
"D         ,Ren,FOXTERRMN ,FOXTER,BlackTanWh,Y,M,15,LANDSBOROUGH"
"D         ,Stimpy,FOXTERRMN ,FOXTER,BlackTanWh,Y,M,15,LANDSBOROUGH"
"D         ,Pumba,MALTESE   ,MALTES,White     ,N,M,15,SIPPY DOWNS"
"D         ,Jaz,SHIHTZUX  ,SHIHTZ,BlackWhite,Y,F,15,MAROOCHYDORE"
"D         ,Ming Ling,SHIHTZU   ,SHIHTZ,White     ,Y,F,15,SIPPY DOWNS"
"D         ,Sunny,COLLBORDR ,COLLBO,BlackWhite,Y,M,15,MAROOCHY RIVER"
"D         ,Ruby,SPANIELTB ,SPANIE,WhiteTan  ,Y,F,15,MOUNTAIN CREEK"
"D         ,Sam,BICHONFRSX,BICHON,White     ,Y,M,15,YAROOMBA"
"D         ,Suki,MALTESEX  ,MALTES,Black     ,Y,F,15,MARCOOLA"
"D         ,Bella,MAREMMSHP ,MAREMM,White     ,Y,F,15,BUDERIM"
"D         ,Cindy,MALTESE   ,MALTES,Wheaten   ,Y,F,15,NAMBOUR"
"D         ,Tammy,MALTESEX  ,MALTES,WhiteApric,Y,F,15,MUDJIMBA"
"D         ,Cody,TERRIERTN ,TERRIE,TanWhite  ,Y,M,15,COES CREEK"
"D         ,Brodie,TERRIERWT ,TERRIE,White     ,Y,M,15,BUDERIM"
"D         ,Ember,JACKRUSSLX,JACKRU,BlackTan  ,Y,F,15,WOOMBYE"
"D         ,Maggie,SHIHTZUX  ,SHIHTZ,BlackWhite,Y,F,15,BUDERIM"
"D         ,Oscar,POODLEMINX,POODLE,White     ,Y,M,16,COOLUM BEACH"
"D         ,Sabre,COLLBORDR ,COLLBO,BlackWhite,Y,M,15,BUDERIM"
"D         ,Bella,LABRADOR  ,LABRAD,Gold      ,Y,F,15,PALMWOODS"
"D         ,Minky,SHIHTZU   ,SHIHTZ,Caramel   ,Y,F,15,"
"D         ,Ralph,JACKRUSSL ,JACKRU,TanWhite  ,Y,M,16,CHEVALLUM"
"D         ,Scruff,MIXED     ,MIXED ,Black     ,Y,F,15,ILKLEY"
"D         ,Bella,COLLBORDR ,COLLBO,BlackWhite,Y,F,15,BELLI PARK"
"D         ,Patch,BICHONFRSX,BICHON,White     ,Y,M,15,COES CREEK"
"D         ,Lexi,MASTIFFX  ,MASTIF,Brindle   ,Y,M,15,MAROOCHYDORE"
"D         ,Lump,FOXTERRIE ,FOXTER,WhiteBlack,Y,F,15,MOUNT MELLUM"
"D         ,Sonny,FOXTERRIEX,FOXTER,TanWhite  ,Y,M,15,DIDDILLIBAH"
"D         ,Indi,JACKRUSSL ,JACKRU,TriColour ,Y,F,15,PALMWOODS"
"D         ,Houston,LABRADORX ,LABRAD,Black     ,Y,M,15,MAPLETON"
"D         ,Poppy,MALTESE   ,MALTES,White     ,Y,F,15,BUDERIM"
"D         ,Choccy,STAFFRDBT ,STAFFR,BlackGold ,Y,F,15,MARCOOLA"
"D         ,Bailey,MALTESEX  ,MALTES,WhiteCream,Y,M,15,BLI BLI"
"D         ,Parker,HUSKY     ,HUSKY ,GreyWhite ,Y,F,15,DOONAN"
"D         ,Cassandra,SHIHTZU   ,SHIHTZ,Black     ,Y,F,15,COES CREEK"
"D         ,Cuddles,DACHSHUNDM,DACHSH,Black     ,Y,F,15,BURNSIDE"
"D         ,Mia,DACHSHUNDM,DACHSH,Black     ,Y,F,15,BURNSIDE"
"D         ,Libby,MALTESE   ,MALTES,Wheaten   ,Y,F,15,MARCOOLA"
"D         ,Humphrey,SPANIELTB ,SPANIE,Tan       ,Y,M,15,SIPPY DOWNS"
"D         ,Zena,JACKRUSSLX,JACKRU,BlackBrown,Y,F,15,BUDERIM"
"D         ,Ohi,STAFFRDBT ,STAFFR,Brown     ,Y,M,15,COOLUM BEACH"
"D         ,Lash,LABRADORX ,LABRAD,Black     ,Y,F,15,CURRIMUNDI"
"D         ,Bundy,MAREMMSHP ,MAREMM,Cream     ,Y,M,14,EUDLO"
"D         ,Lulu,SHIHTZU   ,SHIHTZ,GreyBlack ,Y,F,15,BUDERIM"
"D         ,Elmo,SHIHTZU   ,SHIHTZ,GreyBlack ,Y,M,15,BUDERIM"
"D         ,Sooty,MALTESEX  ,MALTES,White     ,Y,M,15,MOUNTAIN CREEK"
"D         ,Ebony,DACHSHLHM ,DACHSH,BlackTan  ,Y,F,15,MALENY"
"D         ,Deisel,TERRIERSI ,TERRIE,SilverBlac,Y,M,15,COOLUM BEACH"
"D         ,Dougal,TERRIERSIX,TERRIE,BlackTan  ,Y,M,15,TWIN WATERS"
"D         ,Nugget,LABRADORX ,LABRAD,Black     ,Y,M,14,DOONAN"
"D         ,Bundy,JACKRUSSL ,JACKRU,WhiteBrown,Y,F,14,MOOLOOLABA"
"D         ,Jock,JACKRUSSLX,JACKRU,WhiteTan  ,Y,M,14,DIDDILLIBAH"
"D         ,Pablo,JACKRUSSLX,JACKRU,TanWhite  ,Y,M,15,DIDDILLIBAH"
"D         ,Bunki,SPOODLE   ,SPOODL,Gold      ,Y,F,14,MOOLOOLABA"
"D         ,Little Bear,SHIHTZUX  ,SHIHTZ,Gold      ,Y,F,17,MOOLOOLABA"
"D         ,Milly,MALTESEX  ,MALTES,White     ,Y,F,14,BUDERIM"
"D         ,Doner,FOXTERRMN ,FOXTER,BlackWhite,Y,F,15,YAROOMBA"
"D         ,Bungy,FOXTERRIEX,FOXTER,TriColour ,Y,M,14,MOUNTAIN CREEK"
"D         ,Mojo,LABRADOR  ,LABRAD,Black     ,Y,F,14,SIPPY DOWNS"
"D         ,Murphy,TERRIERAU ,TERRIE,GreyFawn  ,Y,M,15,SIPPY DOWNS"
"D         ,Benni,STAFFRDBT ,STAFFR,Black     ,Y,F,14,MARCOOLA"
"D         ,Bonney,FOXTERRIEX,FOXTER,White     ,Y,F,15,NAMBOUR"
"D         ,Angus,JACKRUSSL ,JACKRU,TanWhite  ,Y,M,14,BUDERIM"
"D         ,Lucy,CATTLEDOGX,CATTLE,Blue      ,Y,F,14,NAMBOUR"
"D         ,Molly,JACKRUSSLX,JACKRU,TriColour ,Y,F,15,FLAXTON"
"D         ,Rex,CHIHUAHUA ,CHIHUA,BlackWhite,Y,M,14,YANDINA"
"D         ,Biggles,BICHONFRSX,BICHON,BlackWhite,Y,F,15,ALEXANDRA HEADLAND"
"D         ,Charlie,MALTESEX  ,MALTES,White     ,Y,M,15,MOUNTAIN CREEK"
"D         ,Sandy,LABRADOR  ,LABRAD,Sandy     ,Y,M,15,PEREGIAN BEACH"
"D         ,Charlie Brown,LHASAAPSO ,LHASAA,TriColour ,Y,M,14,BUDERIM"
"D         ,Snowie,LHASAAPSO ,LHASAA,TriColour ,Y,M,14,BUDERIM"
"D         ,Tasha,RETRIEVGD ,RETRIE,Gold      ,Y,F,14,MAROOCHYDORE"
"D         ,Rosie,SHIHTZU   ,SHIHTZ,TriColour ,Y,F,14,PEREGIAN SPRINGS"
"D         ,Snapper,KELPIEAUS ,KELPIE,Red       ,Y,M,14,NAMBOUR"
"D         ,Allie,TERRIERAU ,TERRIE,BlackTan  ,Y,F,14,BUDERIM"
"D         ,Lucy,FOXTERRIE ,FOXTER,WhiteBlack,Y,F,15,BUDERIM"
"D         ,Middy,STAFFRDAM ,STAFFR,Black     ,Y,M,14,BUDERIM"
"D         ,Lilly,MALTESEX  ,MALTES,BlackTan  ,Y,F,14,BUDERIM"
"D         ,Chloe,POODLETOY ,POODLE,Black     ,Y,F,14,MAROOCHYDORE"
"D         ,Holly,MALTESEX  ,MALTES,TriColour ,Y,F,14,BUDERIM"
"D         ,Dixie,JACKRUSSL ,JACKRU,TriColour ,Y,F,14,BUDERIM"
"D         ,Dougal,LHASAAPSO ,LHASAA,BrownTan  ,Y,M,14,BUDERIM"
"D         ,Buffy,CHIHUAHUAX,CHIHUA,Sable     ,Y,F,14,PACIFIC PARADISE"
"D         ,ralph,KELPIEAUSX,KELPIE,Red       ,Y,M,15,BUDERIM"
"D         ,Lili,SCHNAUZER ,SCHNAU,Black     ,Y,F,15,EUMUNDI"
"D         ,Chi Chi,CHIHUAHUAX,CHIHUA,TanBrown  ,Y,M,14,NINDERRY"
"D         ,Lucy,MALTESE   ,MALTES,GreyBlack ,Y,F,15,KULUIN"
"D         ,Cleo,COLLBORDR ,COLLBO,BlackWhite,Y,F,14,VALDORA"
"D         ,Kirra,COLLBORDR ,COLLBO,BlackWhite,Y,F,15,BLI BLI"
"D         ,Woody,FOXTERRMN ,FOXTER,WhiteBrown,Y,F,14,MAROOCHYDORE"
"D         ,Jellybean,CHIHUAHUAX,CHIHUA,Tan       ,Y,F,14,PACIFIC PARADISE"
"D         ,Stevie,COLLBORDR ,COLLBO,Black     ,Y,F,15,YANDINA CREEK"
"D         ,Monty,JACKRUSSL ,JACKRU,TanWhite  ,Y,F,14,MAROOCHYDORE"
"D         ,Snoopy,DACHSHUNDX,DACHSH,TanWhite  ,Y,M,14,BUDERIM"
"D         ,Monty 2,TERRIERSI ,TERRIE,BlackBrown,Y,M,14,MAROOCHYDORE"
"D         ,Zendari,STAFFRDBTX,STAFFR,BlackBrind,Y,M,15,BLI BLI"
"D         ,Toby,POODLESTDX,POODLE,GreyWhite ,Y,M,15,BUDERIM"
"D         ,Jed,CHIHUAHUAX,CHIHUA,BlackTan  ,Y,M,14,DIDDILLIBAH"
"D         ,Pip,CATTLEDOG ,CATTLE,Blue      ,Y,F,14,BLI BLI"
"D         ,Misty,MALTESE   ,MALTES,White     ,Y,F,14,DULONG"
"D         ,Casper,MALTESE   ,MALTES,White     ,Y,M,17,BUDERIM"
"D         ,Choc,FOXTERRMN ,FOXTER,WhiteBrown,Y,M,14,BURNSIDE"
"D         ,Jaffa,SHIHTZUX  ,SHIHTZ,TriColour ,Y,F,14,MOOLOOLABA"
"D         ,Eddie,JACKRUSSL ,JACKRU,BlackTanWh,Y,M,15,BLI BLI"
"D         ,Bundy,SHIHTZU   ,SHIHTZ,TriColour ,Y,M,16,MAROOCHYDORE"
"D         ,Ambour,POODLESTDX,POODLE,Black     ,Y,F,15,BUDERIM"
"D         ,Ned,KELPIEAUSX,KELPIE,BlackTan  ,Y,M,14,TWIN WATERS"
"D         ,Bunny,WHIPPETX  ,WHIPPE,Brindle   ,Y,F,14,MARCOOLA"
"D         ,Angel,LHASAAPSOX,LHASAA,Apricot   ,Y,F,14,BLI BLI"
"D         ,Kirra,JACKRUSSL ,JACKRU,WhiteTan  ,Y,F,15,YANDINA"
"D         ,Pierre,POODLETOY ,POODLE,Apricot   ,Y,M,14,PALMWOODS"
"D         ,Dusty,CHIHUAHUA ,CHIHUA,Blue      ,Y,M,14,MINYAMA"
"D         ,Caleb,POODLEMIN ,POODLE,Black     ,Y,M,14,FOREST GLEN"
"D         ,Hunter,DACHSHDLH ,DACHSH,Red       ,Y,M,15,DOONAN"
"D         ,Coda,STAFFRDBT ,STAFFR,TanWhite  ,Y,F,14,EUDLO"
"D         ,Tiki,CATTLEDOG ,CATTLE,Red       ,Y,M,14,BUDERIM"
"D         ,Caesar,LABRADOR  ,LABRAD,Yellow    ,Y,M,15,MONS"
"D         ,Hamish,SCHNAUZMN ,SCHNAU,SaltPepper,Y,M,14,PACIFIC PARADISE"
"D         ,Sharma,SHIHTZUX  ,SHIHTZ,White     ,Y,F,15,NAMBOUR"
"D         ,Charli,BEAGLE    ,BEAGLE,TriColour ,Y,F,14,MOOLOOLABA"
"D         ,Bobby,POODLETOY ,POODLE,Black     ,Y,M,14,MOUNTAIN CREEK"
"D         ,Beau,POODLETOY ,POODLE,Chocolate ,Y,M,14,MAROOCHYDORE"
"D         ,Elmo,MALTESEX  ,MALTES,SilverGrey,Y,M,16,NAMBOUR"
"D         ,Bella,COLLBORDR ,COLLBO,White     ,Y,F,14,PALMWOODS"
"D         ,Robbie,CATTLEDOG ,CATTLE,Red       ,Y,F,16,FLAXTON"
"D         ,Mojo,LHASAAPSO ,LHASAA,WhiteTan  ,Y,M,14,BUDERIM"
"D         ,Nemo,BEAGLE    ,BEAGLE,TriColour ,Y,M,15,BUDERIM"
"D         ,Winston,LHASAAPSO ,LHASAA,Beige     ,Y,M,15,SIPPY DOWNS"
"D         ,Jack,MIXED     ,MIXED ,BlackWhite,Y,M,15,WOOMBYE"
"D         ,Sam,MALTESEX  ,MALTES,White     ,Y,M,15,WOOMBYE"
"D         ,Ezekiel,JACKRUSSLX,JACKRU,BlackWhite,Y,M,14,BUDERIM"
"D         ,Chloe,FOXTERRMN ,FOXTER,TriColour ,Y,F,14,MOUNTAIN CREEK"
"D         ,Bella,SHIHTZU   ,SHIHTZ,TriColour ,Y,F,14,KULUIN"
"D         ,Esky,COLLBORDR ,COLLBO,BlackWhite,Y,M,14,TOWEN MOUNTAIN"
"D         ,Zali,CATTLEDOG ,CATTLE,Tan       ,Y,F,14,PALMWOODS"
"D         ,Dzel,JACKRUSSL ,JACKRU,WhiteBrown,Y,M,15,EERWAH VALE"
"D         ,Nessie,JACKRUSSLX,JACKRU,BrownWhite,Y,F,14,MOOLOOLAH VALLEY"
"D         ,Digger,KELPIEAUS ,KELPIE,TriColour ,Y,M,14,MAROOCHYDORE"
"D         ,Stella,STAFFRDBT ,STAFFR,BlackTan  ,Y,F,14,MOOLOOLABA"
"D         ,Tobi,LABRADORX ,LABRAD,Black     ,Y,M,14,PALMWOODS"
"D         ,Mojo,JACKRUSSL ,JACKRU,BrownWhite,Y,M,14,BUDERIM"
"D         ,Budy,LABRADOR  ,LABRAD,Chocolate ,Y,M,15,MAROOCHYDORE"
"D         ,Ruby,LABRADOR  ,LABRAD,Black     ,Y,F,14,MAROOCHYDORE"
"D         ,Bonnie,COLLBORDR ,COLLBO,BlackWhite,Y,F,14,DIDDILLIBAH"
"D         ,Banjo,SHIHTZU   ,SHIHTZ,TriColour ,Y,M,14,MAROOCHYDORE"
"D         ,Trish,JACKRUSSLX,JACKRU,TriColour ,Y,F,15,PALMWOODS"
"D         ,Jessie,FOXTERRIEX,FOXTER,BlackWhite,Y,F,14,YANDINA"
"D         ,Cep,CATTLEDOGX,CATTLE,WhiteGrey ,Y,M,14,COOLUM BEACH"
"D         ,Indy,DALMATIAN ,DALMAT,WhiteBlack,Y,F,14,YAROOMBA"
"D         ,Mitzi,SHIHTZU   ,SHIHTZ,TriColour ,Y,F,14,PALMWOODS"
"D         ,Molly,MALTESEX  ,MALTES,White     ,Y,F,14,LITTLE MOUNTAIN"
"D         ,Phantom,STAFFRDAM ,STAFFR,Chocolate ,Y,M,14,MAROOCHYDORE"
